SMLP,"Summit Midstream Partners, LP",nyse,Public Utilities,Natural Gas Distribution,1781060390,TRUE,TRUE
SUI,"Sun Communities, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,1577149251,TRUE,TRUE
SLF,Sun Life Financial Inc.,nyse,Finance,Life Insurance,20618231484,TRUE,TRUE
SXCP,"SunCoke Energy Partners, L.P.",nyse,Basic Industries,Steel/Iron Ore,868483515.8,TRUE,TRUE
SXC,"SunCoke Energy, Inc.",nyse,Basic Industries,Steel/Iron Ore,1449358045,TRUE,TRUE
SU,Suncor Energy  Inc.,nyse,Energy,Integrated oil Companies,52575907094,TRUE,TRUE
SUNE,"SunEdison, Inc.",nyse,Technology,Semiconductors,2602590201,TRUE,TRUE
SXL,Sunoco Logistics Partners LP,nyse,Energy,Natural Gas Distribution,7177606599,TRUE,TRUE
SHO,"Sunstone Hotel Investors, Inc.",nyse,Consumer Services,Hotels/Resorts,2167808152,TRUE,TRUE
STP,"Suntech Power Holdings Co., LTD.",nyse,Technology,Semiconductors,228266486.3,TRUE,TRUE
STI,"SunTrust Banks, Inc.",nyse,Finance,Major Banks,18372720917,TRUE,TRUE
SPN,"Superior Energy Services, Inc.",nyse,Energy,Oilfield Services/Equipment,4387812605,TRUE,TRUE
SUP,"Superior Industries International, Inc.",nyse,Capital Goods,Auto Parts:O.E.M.,522930996.1,TRUE,TRUE
SVU,SuperValu Inc.,nyse,Consumer Services,Food Chains,1785200577,TRUE,TRUE
SUSS,Susser Holdings Corporation,nyse,Consumer Non-Durables,Food Chains,1201076562,TRUE,TRUE
SUSP,Susser Petroleum Partners LP,nyse,Energy,Oil Refining/Marketing,715439114.4,TRUE,TRUE
SFY,Swift Energy Company,nyse,Energy,Oil & Gas Production,628369504.3,TRUE,TRUE
SWFT,Swift Transportation Company,nyse,Transportation,Trucking Freight/Courier Services,2981174805,TRUE,TRUE
SWS,"SWS Group, Inc.",nyse,Finance,Investment Bankers/Brokers/Service,188863977.1,TRUE,TRUE
SYA,Symetra Financial Corporation,nyse,Finance,Life Insurance,2117898578,TRUE,TRUE
SMA,Symmetry Medical Inc,nyse,Health Care,Industrial Specialties,292430036.9,TRUE,TRUE
SYT,Syngenta AG,nyse,Basic Industries,Agricultural Chemicals,36487967879,TRUE,TRUE
SNX,Synnex Corporation,nyse,Technology,Retail: Computer Software & Peripheral Equipment,2318872090,TRUE,TRUE
SNV,Synovus Financial Corp.,nyse,Finance,Major Banks,3198967137,TRUE,TRUE
SYY,Sysco Corporation,nyse,Consumer Non-Durables,Food Distributors,19647477212,TRUE,TRUE
SYX,Systemax Inc.,nyse,Consumer Services,Catalog/Specialty Distribution,347721780.2,TRUE,TRUE
DATA,"Tableau Software, Inc.",nyse,Technology,Computer Software: Prepackaged Software,3854003076,TRUE,TRUE
TAHO,"Tahoe Resources, Inc.",nyse,Basic Industries,Precious Metals,2822266618,TRUE,TRUE
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,nyse,Technology,Semiconductors,94742026470,TRUE,TRUE
XRS,TAL Education Group,nyse,Consumer Services,Other Consumer Services,1462845806,TRUE,TRUE
TAL,"TAL International Group, Inc.",nyse,Technology,Diversified Commercial Services,1673129576,TRUE,TRUE
TLM,Talisman Energy Inc.,nyse,Energy,Oil & Gas Production,12389100966,TRUE,TRUE
TEP,"Tallgrass Energy Partners, LP",nyse,Public Utilities,Natural Gas Distribution,1007235000,TRUE,TRUE
TAM,Taminco Corporation,nyse,Basic Industries,Major Chemicals,1340591853,TRUE,TRUE
SKT,"Tanger Factory Outlet Centers, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,3209524003,TRUE,TRUE
TAOM,Taomee Holdings Limited,nyse,Miscellaneous,Business Services,189435932.4,TRUE,TRUE
NGLS,Targa Resources Partners LP,nyse,Public Utilities,Natural Gas Distribution,5370838703,TRUE,TRUE
TRGP,"Targa Resources, Inc.",nyse,Public Utilities,Natural Gas Distribution,3235395551,TRUE,TRUE
TGT,Target Corporation,nyse,Consumer Services,Department/Specialty Retail Stores,41464909084,TRUE,TRUE
TARO,Taro Pharmaceutical Industries Ltd.,nyse,Health Care,Major Pharmaceuticals,3517896707,TRUE,TRUE
TTM,Tata Motors Ltd,nyse,Capital Goods,Auto Manufacturing,20021166573,TRUE,TRUE
TCO,"Taubman Centers, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,4121445707,TRUE,TRUE
TMHC,Taylor Morrison Home Corporation,nyse,Capital Goods,Homebuilding,2542803362,TRUE,TRUE
TCP,"TC PipeLines, LP",nyse,Public Utilities,Natural Gas Distribution,3044711369,TRUE,TRUE
TCB,TCF Financial Corporation,nyse,Finance,Major Banks,2543222904,TRUE,TRUE
AMTD,TD Ameritrade Holding Corporation,nyse,Finance,Investment Bankers/Brokers/Service,15269762758,TRUE,TRUE
TEL,TE Connectivity Ltd.,nyse,Consumer Non-Durables,Electronic Components,21636238260,TRUE,TRUE
TMH,"Team Health Holdings, Inc.",nyse,Technology,Professional Services,3107297727,TRUE,TRUE
TISI,"Team, Inc.",nyse,Consumer Services,Other Consumer Services,765696382.3,TRUE,TRUE
TCK,Teck Resources Ltd,nyse,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),15747885813,TRUE,TRUE
TE,"TECO Energy, Inc.",nyse,Public Utilities,Electric Utilities: Central,3811470082,TRUE,TRUE
TK,Teekay Corporation,nyse,Transportation,Marine Transportation,3107857007,TRUE,TRUE
TGP,Teekay LNG Partners L.P.,nyse,Consumer Services,Marine Transportation,2909145171,TRUE,TRUE
TOO,Teekay Offshore Partners L.P.,nyse,Consumer Services,Marine Transportation,2908575000,TRUE,TRUE
TNK,Teekay Tankers Ltd.,nyse,Consumer Services,Marine Transportation,218196000,TRUE,TRUE
TRC,Tejon Ranch Co,nyse,Finance,Real Estate,719633356.6,TRUE,TRUE
TEO,Telecom Argentina Stet - France Telecom S.A.,nyse,Public Utilities,Telecommunications Equipment,3891073515,TRUE,TRUE
TI,Telecom Italia S.P.A.,nyse,Consumer Services,Telecommunications Equipment,19261462896,TRUE,TRUE
TDY,Teledyne Technologies Incorporated,nyse,Capital Goods,Industrial Machinery/Components,3327643213,TRUE,TRUE
TFX,Teleflex Incorporated,nyse,Health Care,Medical/Dental Instruments,3827804007,TRUE,TRUE
VIV,Telefonica Brasil S.A.,nyse,Public Utilities,Telecommunications Equipment,23116881042,TRUE,TRUE
TEF,Telefonica SA,nyse,Public Utilities,Telecommunications Equipment,77003335995,TRUE,TRUE
TDS,"Telephone and Data Systems, Inc.",nyse,Public Utilities,Telecommunications Equipment,3335298058,TRUE,TRUE
TU,TELUS Corporation,nyse,Public Utilities,Telecommunications Equipment,21614401729,TRUE,TRUE
TPX,"Tempur Sealy International, Inc.",nyse,Consumer Durables,Home Furnishings,2424622185,TRUE,TRUE
TS,Tenaris S.A.,nyse,Basic Industries,Steel/Iron Ore,28208927553,TRUE,TRUE
THC,Tenet Healthcare Corporation,nyse,Health Care,Hospital/Nursing Management,4343152528,TRUE,TRUE
TNC,Tennant Company,nyse,Technology,Industrial Machinery/Components,1130649758,TRUE,TRUE
TEN,Tenneco Inc.,nyse,Capital Goods,Auto Parts:O.E.M.,3288186236,TRUE,TRUE
TDC,Teradata Corporation,nyse,Technology,Computer Manufacturing,7022932000,TRUE,TRUE
TER,"Teradyne, Inc.",nyse,Capital Goods,Electrical Products,3310329603,TRUE,TRUE
TEX,Terex Corporation,nyse,Capital Goods,Construction/Ag Equipment/Trucks,3988120000,TRUE,TRUE
TX,Ternium S.A.,nyse,Basic Industries,Steel/Iron Ore,5505025486,TRUE,TRUE
TNH,"Terra Nitrogen Company, L.P.",nyse,Basic Industries,Agricultural Chemicals,3710409123,TRUE,TRUE
TRNO,Terreno Realty Corporation,nyse,Finance,Real Estate,438087654.7,TRUE,TRUE
TSO,Tesoro Corporation,nyse,Energy,Integrated oil Companies,6408334531,TRUE,TRUE
TLLP,Tesoro Logistics LP,nyse,Energy,Natural Gas Distribution,2564499432,TRUE,TRUE
TTI,"Tetra Technologies, Inc.",nyse,Energy,Oil & Gas Production,1020265360,TRUE,TRUE
TEVA,Teva Pharmaceutical Industries Limited,nyse,Health Care,Major Pharmaceuticals,31197400000,TRUE,TRUE
TXI,"Texas Industries, Inc.",nyse,Capital Goods,Building Materials,1630918941,TRUE,TRUE
TPL,Texas Pacific Land Trust,nyse,Finance,Real Estate,799776737.5,TRUE,TRUE
TGH,Textainer Group Holdings Limited,nyse,Technology,Diversified Commercial Services,2005436904,TRUE,TRUE
TXT,Textron Inc.,nyse,Capital Goods,Aerospace,8279881989,TRUE,TRUE
TXTR,Textura Corporation,nyse,Technology,Computer Software: Prepackaged Software,866802315.8,TRUE,TRUE
ACTV,"The Active Network, Inc.",nyse,Technology,Computer Software: Prepackaged Software,915435405,TRUE,TRUE
AES,The AES Corporation,nyse,Basic Industries,Electric Utilities: Central,10419164957,TRUE,TRUE
BX,The Blackstone Group L.P.,nyse,Finance,Investment Managers,15453000311,TRUE,TRUE
CSFS,The Cash Store Financial Services Inc.,nyse,Finance,Finance: Consumer Services,26884873.89,TRUE,TRUE
SCHW,The Charles Schwab Corporation,nyse,Finance,Investment Bankers/Brokers/Service,29822747940,TRUE,TRUE
CEB,The Corporate Executive Board Company,nyse,Consumer Services,Professional Services,2415939157,TRUE,TRUE
THG,"The Hanover Insurance Group, Inc.",nyse,Finance,Property-Casualty Insurers,2621011211,TRUE,TRUE
TRV,"The Travelers Companies, Inc.",nyse,Finance,Property-Casualty Insurers,31852280886,TRUE,TRUE
TMO,Thermo Fisher Scientific Inc,nyse,Capital Goods,Industrial Machinery/Components,35258606778,TRUE,TRUE
THR,"Thermon Group Holdings, Inc.",nyse,Energy,Industrial Machinery/Components,739133781.1,TRUE,TRUE
TPRE,Third Point Reinsurance Ltd.,nyse,Finance,Property-Casualty Insurers,1584149553,TRUE,TRUE
TPGI,"Thomas Properties Group, Inc.",nyse,Finance,Real Estate,393317734.9,TRUE,TRUE
TC,Thompson Creek Metals Company Inc.,nyse,Basic Industries,Precious Metals,555504703.6,TRUE,TRUE
TRI,Thomson Reuters Corp,nyse,Consumer Services,Publishing,31655042902,TRUE,TRUE
THO,"Thor Industries, Inc.",nyse,Consumer Non-Durables,Homebuilding,2782313817,TRUE,TRUE
TDW,Tidewater Inc.,nyse,Consumer Services,Marine Transportation,3071873766,TRUE,TRUE
TIF,Tiffany & Co.,nyse,Consumer Services,Consumer Specialties,10179304200,TRUE,TRUE
TLYS,"Tilly&#39;s, Inc.",nyse,Consumer Services,Clothing/Shoe/Accessory Stores,411159096,TRUE,TRUE
THI,Tim Hortons Inc.,nyse,Consumer Services,Restaurants,8949852081,TRUE,TRUE
TSU,TIM Participacoes S.A.,nyse,Public Utilities,Telecommunications Equipment,11836729430,TRUE,TRUE
TWC,Time Warner Cable Inc,nyse,Consumer Services,Television Services,33885983557,TRUE,TRUE
TWX,Time Warner Inc.,nyse,Consumer Services,Television Services,62275217038,TRUE,TRUE
TKR,Timken Company (The),nyse,Capital Goods,Metal Fabrications,5249923961,TRUE,TRUE
TWI,"Titan International, Inc.",nyse,Basic Industries,Steel/Iron Ore,804327338.4,TRUE,TRUE
TJX,"TJX Companies, Inc. (The)",nyse,Consumer Services,Clothing/Shoe/Accessory Stores,44144342528,TRUE,TRUE
TMUS,"T-Mobile US, Inc.",nyse,Public Utilities,Telecommunications Equipment,20369866186,TRUE,TRUE
TOL,Toll Brothers Inc.,nyse,Capital Goods,Homebuilding,5492237760,TRUE,TRUE
TR,"Tootsie Roll Industries, Inc.",nyse,Consumer Non-Durables,Specialty Foods,1908018103,TRUE,TRUE
TMK,Torchmark Corporation,nyse,Finance,Life Insurance,6735949214,TRUE,TRUE
TTC,Toro Company (The),nyse,Capital Goods,Tools/Hardware,3345355430,TRUE,TRUE
TD,Toronto Dominion Bank (The),nyse,Finance,Commercial Banks,84575391721,TRUE,TRUE
TSS,"Total System Services, Inc.",nyse,Miscellaneous,Business Services,5667360141,TRUE,TRUE
TOT,"TotalFinaElf, S.A.",nyse,Energy,Oil & Gas Production,1.37E+11,TRUE,TRUE
TOWR,"Tower International, Inc.",nyse,Capital Goods,Auto Parts:O.E.M.,428841932.9,TRUE,TRUE
TW,Towers Watson & Co,nyse,Consumer Services,Professional Services,8170248475,TRUE,TRUE
TM,Toyota Motor Corp Ltd Ord,nyse,Capital Goods,Auto Manufacturing,2.05E+11,TRUE,TRUE
TAC,TransAlta Corporation,nyse,Public Utilities,Electric Utilities: Central,3663799754,TRUE,TRUE
TRP,TransCanada Corporation,nyse,Public Utilities,Natural Gas Distribution,32682812315,TRUE,TRUE
TCI,"Transcontinental Realty Investors, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,74459200.65,TRUE,TRUE
TDG,Transdigm Group Incorporated,nyse,Capital Goods,Military/Government/Technical,7815913177,TRUE,TRUE
TLP,Transmontaigne Partners L.P.,nyse,Energy,Natural Gas Distribution,658204784.1,TRUE,TRUE
RIG,Transocean Ltd.,nyse,Energy,Oil & Gas Production,17670940690,TRUE,TRUE
TGS,Transportadora De Gas Sa Ord B,nyse,Public Utilities,Natural Gas Distribution,365467828.8,TRUE,TRUE
TA,TravelCenters of America LLC,nyse,Consumer Durables,Automotive Aftermarket,284756991,TRUE,TRUE
TRR,"TRC Companies, Inc.",nyse,Basic Industries,Environmental Services,216676397.1,TRUE,TRUE
TG,Tredegar Corporation,nyse,Capital Goods,Metal Fabrications,843222321.7,TRUE,TRUE
THS,"Treehouse Foods, Inc.",nyse,Consumer Non-Durables,Packaged Foods,2642906866,TRUE,TRUE
TRMR,"Tremor Video, Inc.",nyse,Technology,Advertising,502878552.8,TRUE,TRUE
TREX,"Trex Company, Inc.",nyse,Basic Industries,Forest Products,1171411023,TRUE,TRUE
TPH,"Tri Pointe Homes, Inc.",nyse,Capital Goods,Homebuilding,527685046.9,TRUE,TRUE
TSL,Trina Solar Limited,nyse,Technology,Semiconductors,1241258368,TRUE,TRUE
TRN,"Trinity Industries, Inc.",nyse,Capital Goods,Railroads,4146612294,TRUE,TRUE
GTS,Triple-S Management Corporation,nyse,Finance,Accident &Health Insurance,498660904.5,TRUE,TRUE
TGI,"Triumph Group, Inc.",nyse,Capital Goods,Aerospace,3747752136,TRUE,TRUE
TROX,Tronox Limited,nyse,Basic Industries,Major Chemicals,2550542179,TRUE,TRUE
TBI,"TrueBlue, Inc.",nyse,Technology,Professional Services,994280772.1,TRUE,TRUE
TRLA,"Trulia, Inc.",nyse,Technology,EDP Services,1166574821,TRUE,TRUE
TRW,TRW Automotive Holdings Corporation,nyse,Capital Goods,Auto Parts:O.E.M.,8566152247,TRUE,TRUE
TNP,Tsakos Energy Navigation Ltd,nyse,Transportation,Marine Transportation,313656975.9,TRUE,TRUE
TUMI,"Tumi Holdings, Inc.",nyse,Consumer Non-Durables,Apparel,1505961341,TRUE,TRUE
TUP,Tupperware Brands Corporation,nyse,Consumer Non-Durables,Plastic Products,4611089844,TRUE,TRUE
TKC,Turkcell Iletisim Hizmetleri AS,nyse,Public Utilities,Telecommunications Equipment,13596000000,TRUE,TRUE
TRQ,Turquoise Hill Resources Ltd.,nyse,Basic Industries,Precious Metals,4909274593,TRUE,TRUE
TPC,Tutor Perini Corporation,nyse,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,1058057624,TRUE,TRUE
TWO,Two Harbors Investments Corp,nyse,Consumer Services,Real Estate Investment Trusts,3463584922,TRUE,TRUE
TYC,"Tyco International, Ltd. (Switzerland)",nyse,Consumer Services,Other Consumer Services,16864473848,TRUE,TRUE
TYL,"Tyler Technologies, Inc.",nyse,Technology,Computer Software: Prepackaged Software,3089715900,TRUE,TRUE
TSN,"Tyson Foods, Inc.",nyse,Consumer Non-Durables,Meat/Poultry/Fish,9858386562,TRUE,TRUE
USB,U.S. Bancorp,nyse,Finance,Major Banks,69253483476,TRUE,TRUE
USPH,"U.S. Physical Therapy, Inc.",nyse,Health Care,Medical/Nursing Services,384378962,TRUE,TRUE
SLCA,"U.S. Silica Holdings, Inc.",nyse,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),1819729328,TRUE,TRUE
UBS,UBS AG,nyse,Finance,Major Banks,70759114775,TRUE,TRUE
UCP,"UCP, Inc.",nyse,Capital Goods,Homebuilding,108578901,TRUE,TRUE
UGI,UGI Corporation,nyse,Public Utilities,Natural Gas Distribution,4751040970,TRUE,TRUE
UIL,UIL Holdings Corporation,nyse,Public Utilities,Electric Utilities: Central,2172677269,TRUE,TRUE
UPL,Ultra Petroleum Corp.,nyse,Energy,Oil & Gas Production,2949408764,TRUE,TRUE
UGP,Ultrapar Participacoes S.A.,nyse,Public Utilities,Oil/Gas Transmission,14164871576,TRUE,TRUE
UMH,"UMH Properties, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,188941332.6,TRUE,TRUE
UA,"Under Armour, Inc.",nyse,Consumer Non-Durables,Apparel,8360807837,TRUE,TRUE
UFI,"Unifi, Inc.",nyse,Consumer Non-Durables,Textiles,477702804.2,TRUE,TRUE
UNF,Unifirst Corporation,nyse,Consumer Services,Other Consumer Services,1545431721,TRUE,TRUE
UN,Unilever NV,nyse,Basic Industries,Package Goods/Cosmetics,1.18E+11,TRUE,TRUE
UL,Unilever PLC,nyse,Basic Industries,Package Goods/Cosmetics,1.21E+11,TRUE,TRUE
UNP,Union Pacific Corporation,nyse,Transportation,Railroads,71042712412,TRUE,TRUE
UIS,Unisys Corporation,nyse,Technology,EDP Services,1107906068,TRUE,TRUE
UNT,Unit Corporation,nyse,Energy,Oil & Gas Production,2464596964,TRUE,TRUE
UAL,"United Continental Holdings, Inc.",nyse,Transportation,Air Freight/Delivery Services,12480951208,TRUE,TRUE
UDR,"United Dominion Realty Trust, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,6108006059,TRUE,TRUE
UMC,United Microelectronics Corporation,nyse,Technology,Semiconductors,5006508000,TRUE,TRUE
UPS,"United Parcel Service, Inc.",nyse,Transportation,Trucking Freight/Courier Services,92983138816,TRUE,TRUE
URI,"United Rentals, Inc.",nyse,Technology,Diversified Commercial Services,6181438068,TRUE,TRUE
USM,United States Cellular Corporation,nyse,Public Utilities,Telecommunications Equipment,2423314287,TRUE,TRUE
X,United States Steel Corporation,nyse,Basic Industries,Steel/Iron Ore,3878518731,TRUE,TRUE
UTX,United Technologies Corporation,nyse,Capital Goods,Aerospace,99713632137,TRUE,TRUE
UNH,UnitedHealth Group Incorporated,nyse,Health Care,Medical Specialities,71463823600,TRUE,TRUE
UTL,UNITIL Corporation,nyse,Public Utilities,Power Generation,416206775.7,TRUE,TRUE
UAM,Universal American Corp.,nyse,Health Care,Medical Specialities,679763608.2,TRUE,TRUE
UVV,Universal Corporation,nyse,Consumer Services,Farming/Seeds/Milling,1245180574,TRUE,TRUE
UHT,Universal Health Realty Income Trust,nyse,Consumer Services,Real Estate Investment Trusts,554260250,TRUE,TRUE
UHS,"Universal Health Services, Inc.",nyse,Health Care,Hospital/Nursing Management,7868349484,TRUE,TRUE
UTI,Universal Technical Institute Inc,nyse,Consumer Services,Other Consumer Services,326212758.2,TRUE,TRUE
UNS,UNS Energy Corporation,nyse,Public Utilities,Electric Utilities: Central,2040996170,TRUE,TRUE
UNM,Unum Group,nyse,Finance,Accident &Health Insurance,8527348942,TRUE,TRUE
URS,URS Corporation,nyse,Consumer Services,Military/Government/Technical,3852278586,TRUE,TRUE
UBA,Urstadt Biddle Properties Inc.,nyse,Consumer Services,Real Estate Investment Trusts,453168636.3,TRUE,TRUE
UBP,Urstadt Biddle Properties Inc.,nyse,Consumer Services,Real Estate Investment Trusts,522630404.1,TRUE,TRUE
LCC,"US Airways Group, Inc. New",nyse,Transportation,Air Freight/Delivery Services,4412343578,TRUE,TRUE
USAC,"USA Compression Partners, LP",nyse,Public Utilities,Natural Gas Distribution,710807547.5,TRUE,TRUE
USNA,"USANA Health Sciences, Inc.",nyse,Consumer Durables,Specialty Chemicals,964033942.1,TRUE,TRUE
USU,USEC Inc.,nyse,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),27414435.16,TRUE,TRUE
USG,USG Corporation,nyse,Capital Goods,Building Materials,3044517568,TRUE,TRUE
VFC,V.F. Corporation,nyse,Consumer Non-Durables,Apparel,24452618113,TRUE,TRUE
EGY,Vaalco Energy Inc,nyse,Energy,Oil & Gas Production,298043666.4,TRUE,TRUE
MTN,"Vail Resorts, Inc.",nyse,Consumer Services,Services-Misc. Amusement & Recreation,2555497963,TRUE,TRUE
VCI,"Valassis Communications, Inc.",nyse,Consumer Services,Advertising,1037339917,TRUE,TRUE
VALE,VALE S.A.,nyse,Basic Industries,Precious Metals,1.22E+11,TRUE,TRUE
VRX,"Valeant Pharmaceuticals International, Inc.",nyse,Health Care,Major Pharmaceuticals,35430056776,TRUE,TRUE
VLO,Valero Energy Corporation,nyse,Energy,Integrated oil Companies,21815824220,TRUE,TRUE
VHI,"Valhi, Inc.",nyse,Basic Industries,Major Chemicals,6121124104,TRUE,TRUE
VR,"Validus Holdings, Ltd.",nyse,Finance,Property-Casualty Insurers,3986964649,TRUE,TRUE
VLY,Valley National Bancorp,nyse,Finance,Major Banks,1952605563,TRUE,TRUE
VMI,"Valmont Industries, Inc.",nyse,Capital Goods,Metal Fabrications,3849022449,TRUE,TRUE
VAL,Valspar Corporation (The),nyse,Basic Industries,Paints/Coatings,6063168280,TRUE,TRUE
VNTV,"Vantiv, Inc.",nyse,Miscellaneous,Business Services,3943666218,TRUE,TRUE
VAR,"Varian Medical Systems, Inc.",nyse,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,7898553657,TRUE,TRUE
VGR,Vector Group Ltd.,nyse,Consumer Non-Durables,Farming/Seeds/Milling,1544821918,TRUE,TRUE
VVC,Vectren Corporation,nyse,Public Utilities,Natural Gas Distribution,2888452930,TRUE,TRUE
VEEV,Veeva Systems Inc.,nyse,Technology,Computer Software: Prepackaged Software,4723834282,TRUE,TRUE
VTR,"Ventas, Inc.",nyse,Consumer Services,Real Estate Investment Trusts,18829999131,TRUE,TRUE
VE,Veolia Environnement,nyse,Public Utilities,Environmental Services,9029005397,TRUE,TRUE
PAY,"Verifone Systems, Inc.",nyse,Miscellaneous,Office Equipment/Supplies/Services,2447997674,TRUE,TRUE
VZ,Verizon Communications Inc.,nyse,Public Utilities,Telecommunications Equipment,1.45E+11,TRUE,TRUE
VET,Vermilion Energy Inc.,nyse,Energy,Oil & Gas Production,5634611087,TRUE,TRUE
VRS,Verso Paper Corp.,nyse,Basic Industries,Paper,35093839.44,TRUE,TRUE
VVI,Viad Corp,nyse,Miscellaneous,Business Services,513946010.2,TRUE,TRUE
VCO,Vina Concha Y Toro,nyse,Consumer Non-Durables,Beverages (Production/Distribution),1345357770,TRUE,TRUE
VMEM,"Violin Memory, Inc.",nyse,Technology,Electronic Components,485218442.9,TRUE,TRUE
VIPS,Vipshop Holdings Limited,nyse,Consumer Services,Catalog/Specialty Distribution,4043648263,TRUE,TRUE
V,Visa Inc.,nyse,Miscellaneous,Business Services,1.57E+11,TRUE,TRUE
VSH,"Vishay Intertechnology, Inc.",nyse,Capital Goods,Electrical Products,1639289078,TRUE,TRUE
VPG,"Vishay Precision Group, Inc.",nyse,Capital Goods,Electrical Products,216266222.6,TRUE,TRUE
VC,Visteon Corporation,nyse,Capital Goods,Auto Parts:O.E.M.,3847438766,TRUE,TRUE
VSI,"Vitamin Shoppe, Inc",nyse,Consumer Non-Durables,Food Chains,1561374097,TRUE,TRUE
VMW,"Vmware, Inc.",nyse,Technology,Computer Software: Prepackaged Software,35070080197,TRUE,TRUE
VOC,VOC Energy Trust,nyse,Energy,Oil & Gas Production,281690000,TRUE,TRUE
VCRA,"Vocera Communications, Inc.",nyse,Consumer Durables,Telecommunications Equipment,393064679.1,TRUE,TRUE
VG,Vonage Holdings Corp.,nyse,Public Utilities,Telecommunications Equipment,727284280.7,TRUE,TRUE
VNO,Vornado Realty Trust,nyse,Consumer Services,Real Estate Investment Trusts,16954040690,TRUE,TRUE
VJET,voxeljet AG,nyse,Capital Goods,Industrial Machinery/Components,637104000,TRUE,TRUE
VMC,Vulcan Materials Company,nyse,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),7301332127,TRUE,TRUE
WTI,"W&T Offshore, Inc.",nyse,Energy,Oil & Gas Production,1429511749,TRUE,TRUE
WPC,W.P. Carey Inc.,nyse,Consumer Services,Real Estate Investment Trusts,4532105202,TRUE,TRUE
WRB,W.R. Berkley Corporation,nyse,Finance,Property-Casualty Insurers,5907980824,TRUE,TRUE
GRA,W.R. Grace & Co.,nyse,Basic Industries,Major Chemicals,7220346443,TRUE,TRUE
GWW,"W.W. Grainger, Inc.",nyse,Consumer Services,Office Equipment/Supplies/Services,18889008642,TRUE,TRUE
WNC,Wabash National Corporation,nyse,Capital Goods,Construction/Ag Equipment/Trucks,792055583.6,TRUE,TRUE
WBC,Wabco Holdings Inc.,nyse,Capital Goods,Auto Manufacturing,5526434972,TRUE,TRUE
